banheiros;quartos;andar;area;suites;aluguel;custo;condo_iptu;vagas;nao_mobiliado;animal;arm_coz;arm_quar;box;arm_ban;sol_man;silencio;novo;luz;sol_tar;vista_livre;chuveiro_ele;tomada_nova;gas_enc;porteiro;elevador;salao_fest;piscina;churrasqueira;metro;esp_gourmet;quadra;academia;hipercentro;zona_sul;zona_norte;zona_leste;zona_oeste;apartamento;casa;latitude;longitude
3;3;2;150;1;2000;2481;454;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9065595;-43,9385848
1;2;15;75;0;1811;2479;643;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9421433;-43,9476462
2;3;4;120;1;1600;2479;857;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;-19,9479722;-43,9439396
2;3;2;115;1;2050;2478;400;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,893943;-43,925918
2;2;8;77;1;1500;2478;958;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;-19,8892185;-43,9195425
3;3;3;120;1;1900;2477;551;2;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8748412;-43,9977501
2;2;1;130;1;1900;2476;550;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9664364;-43,9790944
2;2;18;80;1;1950;2476;500;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;-19,9396318;-43,9357788
3;2;2;70;1;2000;2472;445;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,9015169;-43,927312
1;3;1;120;0;1800;2470;646;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9452487;-43,9270789
2;3;4;88;1;1600;2469;847;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;-19,9479722;-43,9439396
1;1;6;36;0;2000;2469;442;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9394849;-43,9371794
1;1;10;28;1;1350;2468;1100;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;-19,9432254;-43,9230356
2;3;1;150;1;1400;2467;1048;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9499426;-43,9558035
1;2;8;50;0;1800;2464;640;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;-19,9248971;-43,9483452
1;2;4;150;0;1800;2463;639;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9224182;-43,9396333
1;3;5;100;0;1700;2461;738;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9374673;-43,9606759
1;1;4;35;0;1270;2454;1167;2;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;-19,9870664;-43,9455787
2;3;16;90;1;1585;2451;859;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;-19,9520493;-43,937333
1;2;4;95;0;2000;2451;424;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9680172;-43,9687659
2;2;5;70;1;1800;2449;625;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;-19,9403523;-43,9634602
1;2;9;63;0;1550;2448;877;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;-19,926174;-43,941238
3;3;3;110;1;2000;2448;421;2;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8654603;-43,9452817
3;3;2;120;1;1850;2445;570;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9169083;-43,9697683
1;1;5;32;0;2100;2440;312;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;-19,9278244;-43,9410388
2;3;1;120;0;2200;2428;198;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9372051;-43,9282892
1;3;0;110;0;2300;2422;84;8;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;-19,938294;-43,9844144
1;1;10;36;1;1760;2418;634;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9231671;-43,9409873
2;3;14;115;1;1700;2417;694;2;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9735157;-43,9645662
2;3;1;90;1;1500;2415;895;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;-19,9204331;-43,9468826
2;3;1;110;1;1800;2413;589;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9401273;-43,9570746
2;3;8;85;1;1600;2412;790;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;-19,9234873;-43,9506891
2;3;2;100;1;2000;2407;380;2;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,979524;-43,9687089
2;4;3;120;1;2000;2404;377;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,9375188;-43,9747202
1;2;3;80;0;2000;2403;376;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9276949;-43,924191
2;2;1;76;1;1900;2403;477;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,945311;-43,935432
2;3;5;142;0;1600;2394;772;0;1;0;1;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9230385;-43,9399905
1;3;1;70;0;1600;2389;767;2;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8880975;-43,8928561
2;2;9;94;0;1700;2383;660;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9433002;-43,92434
1;3;3;120;0;1980;2382;375;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9311377;-43,9263743
1;3;14;111;0;1900;2380;454;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9520738;-43,9490132
2;3;5;85;0;1900;2376;450;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,927989;-43,916969
2;3;1;100;1;1400;2374;955;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;-19,9500616;-43,945224
2;3;2;90;1;2200;2373;143;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,9035335;-43,9793447
2;3;5;100;1;1500;2370;850;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9401973;-43,9148728
1;2;5;94;0;1600;2370;748;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9433002;-43,92434
1;3;1;110;0;1800;2369;545;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9351149;-43,9319583
2;3;3;72;1;1757;2361;580;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;-19,8725743;-43,9214564
2;3;2;80;1;1800;2361;537;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;-19,8746194;-43,9190549
2;3;2;90;1;1800;2356;532;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,9349037;-43,9780623
2;3;4;83;1;1750;2356;582;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9110705;-43,9196154
2;2;6;60;1;2000;2353;326;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,876032;-43,9856527
1;1;9;48;1;1600;2350;728;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;-19,974112;-43,9418533
1;7;0;80;0;2250;2350;59;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;-19,9342151;-43,979961
1;2;9;63;0;1450;2343;873;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,926174;-43,941238
2;3;2;50;0;1870;2342;447;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9146287;-43,9471584
2;2;6;85;1;1100;2339;1224;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9396907;-43,9621324
1;1;8;40;0;1800;2338;514;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;-19,9231782;-43,9213297
1;2;16;75;0;1500;2337;817;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9515525;-43,9478016
2;4;1;100;1;1260;2336;1059;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;-19,9499745;-43,9436416
1;2;6;70;0;1800;2335;511;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9425084;-43,9487824
2;3;3;112;1;1500;2329;809;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,925794;-43,9433784
3;4;1;150;1;1800;2324;500;2;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,946965;-43,935846
2;4;1;110;1;1900;2324;398;2;1;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,943189;-43,947693
2;3;12;83;1;1550;2321;750;2;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;-19,8717041;-43,9980225
1;2;3;76;0;1990;2321;304;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9370488;-43,9681067
2;3;10;96;0;1400;2321;902;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;-19,9192159;-43,9360493
1;2;2;75;0;1800;2319;495;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9771552;-43,963885
1;2;4;75;0;1500;2315;795;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,9370855;-43,9732123
1;2;3;52;0;2075;2313;210;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8438081;-43,9850319
1;1;10;30;0;1600;2311;689;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;-19,9319695;-43,9338205
2;2;3;90;1;2000;2311;284;2;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8929814;-43,9415314
2;4;1;85;1;1700;2310;587;2;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9767894;-43,9635851
2;3;4;90;1;1800;2308;484;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9160508;-43,9261827
2;3;2;79;1;1750;2307;533;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9791093;-43,9669681
2;3;7;90;1;1400;2303;884;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;-19,9482914;-43,9427288
1;2;3;70;0;2000;2294;267;2;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,963414;-43,9685454
2;3;2;90;1;1700;2289;566;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9475028;-43,945899
1;3;2;110;0;1400;2289;870;0;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9158366;-43,9237307
2;1;8;55;1;1600;2285;663;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9268954;-43,9381463
1;2;3;80;0;1400;2273;854;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9249428;-43,9416262
2;3;3;95;1;1400;2270;851;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8922391;-43,9271833
1;3;3;95;0;1800;2270;446;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9422967;-43,92709
1;2;5;60;0;1600;2264;642;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;-19,9545925;-43,9393385
2;3;6;75;1;1400;2261;842;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;-19,9198151;-43,9611931
3;3;16;78;1;1450;2260;790;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;-19,8890996;-43,9197461
2;4;2;103;0;1520;2255;714;1;1;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,929405;-43,949368
2;3;2;110;0;1610;2253;621;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,92439;-43,9396237
2;3;16;60;1;1300;2250;932;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;-19,8893209;-43,9195675
2;3;2;121;1;1800;2250;426;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8914851;-43,9220096
1;3;0;100;0;2000;2249;216;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,8562366;-43,9556545
2;2;1;70;1;1650;2247;575;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9467762;-43,9507737
1;1;2;50;1;2000;2245;218;2;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;-19,874758;-43,9901569
2;3;4;75;1;1500;2245;725;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9247066;-43,9961415
2;2;19;60;1;1750;2244;470;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9723627;-43,9717144
3;3;1;110;1;1921;2244;309;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8590793;-43,9434839
2;3;2;96;1;1700;2243;520;2;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,8730638;-43,9204914
2;3;8;90;1;1300;2243;925;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9362454;-43,9683171
1;4;0;160;0;2200;2240;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,8943137;-43,9454079
2;3;1;72;0;1700;2238;515;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9344354;-43,9498487
1;2;11;70;0;1200;2238;1022;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;-19,9232932;-43,9163556
2;3;1;100;1;1900;2236;310;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,94711;-44,034318
1;1;4;30;1;1600;2233;611;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;-19,9278473;-43,9425475
2;3;1;92;1;1800;2233;409;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8871064;-43,9280482
3;3;1;100;1;1800;2229;405;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9351528;-43,9607568
2;2;4;80;1;1500;2229;709;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;-19,948159;-43,944147
1;1;2;45;1;1400;2228;809;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9424058;-43,9445217
3;2;4;68;2;1700;2227;504;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9307732;-43,9129278
2;3;1;90;1;1600;2225;603;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9452487;-43,9270789
1;2;0;117;0;2000;2224;191;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-19,9446279;-43,9476401
2;3;6;75;0;1600;2223;601;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9277068;-43,9350844
2;3;4;95;0;1800;2221;397;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9562487;-43,9382735
1;2;15;71;0;1100;2218;1103;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9298473;-43,9429467
2;3;1;140;0;1500;2217;697;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9245234;-43,9370844
3;2;3;140;1;1850;2213;338;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8819155;-43,9322591
2;3;3;85;1;1600;2212;590;2;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;-19,9677008;-43,9689072
2;3;1;100;1;1600;2212;590;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9295796;-43,9699359
1;1;15;21;1;1400;2199;780;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;-19,9404427;-43,9483354
1;2;4;60;0;1600;2198;576;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,94964;-43,9235015
1;1;12;50;1;1500;2191;671;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;-19,9226722;-43,949012
1;4;0;130;0;2150;2189;0;3;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,8921791;-43,9461888
1;2;4;70;0;1400;2188;769;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8881258;-43,9268753
2;3;2;100;1;1300;2182;864;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9401973;-43,9148728
2;3;1;115;1;1800;2181;357;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9222981;-43,9748614
1;2;6;93;0;1310;2181;853;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,922388;-43,9160313
2;2;6;52;0;1480;2181;681;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;-19,9547783;-43,9394503
2;3;2;120;1;1800;2180;356;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,934094;-43,918126
1;3;0;150;0;1800;2175;342;4;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;-19,8435831;-43,9373655
2;2;1;110;0;1751;2175;400;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9422967;-43,92709
2;3;1;96;1;1700;2174;451;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9263507;-43,9145559
1;3;1;72;0;1700;2169;446;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;-19,8693931;-43,9868654
2;3;1;100;1;1600;2168;546;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,973864;-43,970652
1;2;1;91;0;1600;2157;535;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9476818;-43,9320232
3;3;2;126;1;1429;2149;700;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8973716;-43,9234306
2;3;12;90;1;1400;2146;727;2;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;-19,8717041;-43,9980225
2;3;2;60;0;1850;2145;270;2;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9376874;-43,9602424
2;3;10;130;0;1500;2144;624;0;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;-19,9154599;-43,9424839
2;3;2;95;1;1590;2142;530;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,939329;-43,961518
2;3;11;85;1;1450;2141;671;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;-19,894668;-43,9224846
2;3;14;70;1;1500;2140;620;2;1;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;-19,8799838;-43,9916389
2;3;1;100;1;1800;2139;315;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9526109;-43,9282816
2;3;1;130;1;2000;2137;110;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,8883613;-43,9200772
2;3;1;100;1;1600;2136;514;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,872129;-43,92195
2;3;4;70;1;1400;2135;716;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,900212;-43,9180039
