banheiros;quartos;andar;area;suites;aluguel;custo;condo_iptu;vagas;nao_mobiliado;animal;arm_coz;arm_quar;box;arm_ban;sol_man;silencio;novo;luz;sol_tar;vista_livre;chuveiro_ele;tomada_nova;gas_enc;porteiro;elevador;salao_fest;piscina;churrasqueira;metro;esp_gourmet;quadra;academia;hipercentro;zona_sul;zona_norte;zona_leste;zona_oeste;apartamento;casa;latitude;longitude
2;2;4;70;1;2881;4214;1321;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;-19,933894;-43,931067
5;4;7;245;3;2300;4211;1880;2;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8405634;-43,9907142
1;1;3;52;0;3000;4208;1168;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9308894;-43,9512594
3;3;22;80;1;3280;4204;880;2;1;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;-19,9753839;-43,941782
1;1;7;45;0;2700;4189;1453;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;-19,9341932;-43,9348784
1;1;4;46;1;3500;4184;637;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;-19,9238747;-43,9536136
3;5;2;220;2;3500;4179;632;2;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9440953;-43,9378595
2;4;5;130;1;2800;4145;1307;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,952677;-43,928253
3;4;5;178;0;3000;4140;1100;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9391137;-43,9234262
2;3;12;100;1;2950;4133;1143;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9404279;-43,9310876
2;3;4;110;1;2100;4130;2002;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9556411;-43,9353518
2;3;1;75;1;3500;4127;580;2;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;-19,9616615;-43,9901516
2;3;15;75;1;3500;4127;580;2;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;-19,959586;-43,9889439
2;3;5;140;1;3500;4124;577;2;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,881588;-44,00176
2;3;3;107;1;3500;4108;561;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9394185;-43,9654512
3;3;2;130;1;3200;4083;840;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9291206;-43,9146608
3;3;4;200;1;3200;4068;825;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9699971;-43,965798
3;4;1;140;1;3000;4060;1020;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8860391;-43,9261476
3;3;6;300;1;2850;4058;1170;2;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,90357;-43,9714748
2;3;5;105;1;2920;4051;1092;2;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;-19,9404279;-43,9310876
3;2;7;80;2;3000;4050;1010;2;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;-19,9280986;-43,9405188
3;3;7;115;1;2800;4046;1208;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9520857;-43,9289053
2;3;4;160;1;3100;4043;901;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9473934;-43,9459691
3;2;18;180;1;2800;4042;1204;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;-19,9249642;-43,9421698
3;3;2;100;1;2500;4039;1505;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9410448;-43,9322803
2;4;5;205;1;2600;4038;1403;2;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9552802;-43,9384023
7;4;6;280;2;3000;4032;992;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;-19,93084;-43,9150022
2;4;4;180;1;2500;4024;1490;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9609929;-43,9475364
2;3;10;120;1;2600;4013;1378;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,930476;-43,9348676
2;2;14;73;1;3000;4011;971;2;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;1;0;-19,9253568;-43,923017
2;3;5;90;1;2700;4010;1274;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9487921;-43,9583361
2;3;6;96;1;2900;4010;1071;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;-19,9465796;-43,9374046
2;4;2;100;1;3200;4009;766;2;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,926147;-43,9238069
3;3;6;180;1;3250;4007;713;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;-19,9647843;-43,9515202
2;3;2;90;2;2990;4005;975;2;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9313785;-43,9351799
4;4;0;250;2;3940;4005;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;-19,9260883;-43,9832173
2;1;16;51;1;3950;4003;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;-19,9472969;-43,9543079
2;4;2;130;0;2300;3996;1665;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9422257;-43,957356
3;3;9;110;1;2500;3992;1458;2;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;-19,9465781;-43,9383017
1;1;15;73;1;2745;3982;1200;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;0;1;-19,9253568;-43,923017
2;2;3;114;1;1600;3972;2350;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,952856;-43,936892
2;2;9;79;1;2600;3970;1335;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;-19,9342237;-43,9303257
2;4;2;180;1;2800;3968;1130;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9434497;-43,9235431
3;4;1;170;1;3000;3964;924;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,942759;-43,927708
2;2;7;58;1;3500;3949;402;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8731852;-43,9904973
2;3;9;100;1;2800;3945;1107;2;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;-19,9265118;-43,9359978
3;3;3;170;1;3400;3930;484;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9270505;-43,9643264
2;3;10;95;1;2500;3921;1387;2;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9463532;-43,9494963
2;4;4;125;1;2670;3919;1213;3;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9738911;-43,9654117
2;3;1;165;1;3300;3917;573;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,899135;-43,923819
2;2;2;245;1;3500;3897;350;2;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9471239;-43,9268157
2;3;3;132;1;2760;3889;1092;2;0;1;1;1;1;1;0;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9392809;-43,931501
3;3;1;95;1;2750;3887;1100;2;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;-19,9408275;-43,930942
3;3;6;100;1;3000;3884;844;2;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;-19,9782159;-43,9418137
4;5;0;374;2;3700;3865;98;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;-19,8819089;-43,9065383
3;2;4;90;1;2950;3862;872;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,947689;-43,919992
3;3;6;129;1;2486;3853;1350;2;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;-19,9297735;-43,9392511
2;3;4;75;1;2800;3838;1000;2;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;-19,9753839;-43,941782
3;4;2;200;1;3400;3837;391;2;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,870787;-43,9346988
2;3;11;85;1;2700;3837;1101;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9296974;-43,9349606
2;5;1;150;1;3150;3835;643;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9385521;-43,942686
1;3;0;180;0;3400;3829;367;10;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,847232;-43,971512
1;1;3;27;1;2050;3828;1750;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8618683;-43,9512483
2;3;1;90;1;3500;3827;280;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,9436102;-44,0376208
3;4;5;230;1;3400;3820;374;3;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,870787;-43,9346988
3;3;4;110;1;3000;3820;780;2;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9464737;-43,9287562
3;2;2;60;2;3000;3815;775;2;1;0;1;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;-19,9328208;-43,9319237
2;2;7;60;1;2800;3815;977;2;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;-19,934663;-43,953223
2;4;2;130;1;2350;3806;1424;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,945378;-43,9590437
2;2;8;70;1;3100;3801;659;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9316533;-43,9456732
3;4;4;167;2;3090;3799;667;2;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-19,8971712;-43,9964578
2;3;4;95;1;2700;3784;1048;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,9402716;-43,9200689
2;4;1;120;1;2500;3778;1244;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;-19,8862482;-43,9827969
2;2;2;168;1;2417;3772;1322;2;1;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9319176;-43,9424604
3;2;5;63;2;3000;3768;728;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9441039;-43,936279
1;1;11;55;1;2290;3761;1440;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8618683;-43,9512483
3;3;0;90;1;3608;3750;76;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;-19,8668835;-43,9828863
3;4;7;130;1;2500;3750;1216;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;-19,9124654;-43,9333766
2;3;6;130;1;2400;3732;1300;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,928534;-43,9399312
1;1;15;44;1;2950;3729;739;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;-19,9366543;-43,9356865
2;3;3;131;1;2750;3724;937;3;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;-19,9248279;-43,9673108
2;3;14;167;1;3250;3724;430;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,957241;-43,938569
2;3;5;110;1;2700;3722;986;2;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9737726;-43,9711298
1;1;9;40;1;3000;3720;680;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;-19,9300789;-43,9360986
2;3;11;140;1;2500;3718;1184;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;-19,9543334;-43,9511663
1;1;6;45;1;3000;3706;666;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;-19,9238744;-43,9536084
2;2;5;70;1;2900;3698;759;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9531554;-43,9370352
2;3;0;164;1;3500;3695;131;2;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,874175;-43,9407179
3;5;3;160;0;3300;3694;350;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-19,9276618;-43,989934
3;3;0;330;1;3500;3689;125;4;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;-19,901989;-44,005566
3;3;10;179;1;2400;3685;1253;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9233099;-43,9382429
4;4;0;344;2;3500;3679;121;3;1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,8695514;-43,9932678
3;4;2;150;1;2300;3675;1344;2;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;-19,8666168;-43,9906743
2;3;3;140;1;3000;3673;633;2;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9263326;-43,9413081
3;2;2;110;1;3500;3672;125;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;-19,8796576;-44,0078376
2;3;15;85;1;2500;3664;1130;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9331112;-43,9317522
3;3;5;160;1;3000;3658;618;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-19,8732582;-43,9157159
2;3;3;90;1;1800;3649;1825;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;-19,861252;-43,968086
3;4;2;160;2;2500;3645;1111;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;1;0;-19,8715486;-43,9189787
1;1;9;50;0;2870;3644;735;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;-19,9323536;-43,9349724
4;3;1;120;1;2800;3638;800;2;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9374139;-43,9605706
1;1;5;48;0;2300;3626;1295;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;-19,9341932;-43,9348784
1;1;6;45;0;2700;3622;886;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9277589;-43,9454459
4;4;3;112;2;2500;3617;1083;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,944135;-43,936013
2;3;0;180;0;3200;3612;359;0;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;-19,9253312;-43,9671115
1;1;5;44;0;2800;3608;770;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;-19,9366543;-43,9356865
2;3;7;120;1;2599;3601;983;2;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9565526;-43,9313296
2;2;1;103;1;2600;3599;964;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;-19,934084;-43,9322918
3;2;21;72;1;3000;3592;552;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;-19,9424751;-43,9222529
2;3;3;109;1;2800;3582;744;2;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;0;-19,9802774;-43,9746319
2;4;3;120;1;2800;3577;739;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8590793;-43,9434839
3;4;3;100;1;3000;3576;536;2;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,948017;-43,939396
3;4;0;360;1;3400;3576;114;4;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;-19,9523405;-43,9759488
3;4;4;222;1;2800;3568;730;4;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,8710487;-43,9218057
3;3;0;305;2;3300;3565;205;3;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;-19,8993441;-43,925908
1;1;6;45;0;2900;3565;626;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;-19,9238744;-43,9536084
3;3;3;89;1;2150;3561;1382;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;-19,928741;-43,9362158
3;2;0;250;1;3500;3558;0;2;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;-19,8752285;-43,991536
2;3;2;180;1;1800;3557;1733;2;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;-19,953923;-43,9312206
1;4;8;208;0;2700;3557;821;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9789756;-43,9747303
2;3;11;172;1;2650;3549;863;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,9220738;-43,9458709
3;3;5;137;1;2800;3548;710;2;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;-19,8777355;-43,995453
1;2;3;75;1;2663;3541;859;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;-19,934084;-43,9322918
3;3;5;90;1;2500;3533;999;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9487799;-43,9230326
3;3;5;208;1;2300;3532;1201;3;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9473254;-43,9452708
1;1;8;58;0;2200;3530;1300;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9468156;-43,9545368
2;2;8;72;1;2350;3526;1144;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;-19,9396426;-43,9363049
2;2;2;115;1;2800;3500;662;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9438559;-43,9289053
3;3;1;170;1;2700;3497;761;2;1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9374139;-43,9605706
2;4;1;125;1;2100;3495;1367;2;1;0;1;1;1;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;-19,935899;-43,9676087
3;4;2;120;1;3250;3494;200;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;-19,8751687;-43,9882515
1;3;0;165;0;3200;3491;233;2;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-19,934564;-43,9644436
2;4;1;150;1;2650;3484;798;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;-19,929162;-43,9331729
3;3;1;100;1;2800;3462;624;2;1;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;-19,8547624;-43,9592129
3;3;3;110;1;2500;3460;926;2;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;-19,9572596;-43,9350657
1;1;13;90;1;2660;3456;760;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;0;-19,9412825;-43,9373681
2;3;4;90;1;2600;3453;818;2;1;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,947646;-43,933022
3;4;1;150;1;2400;3452;1020;2;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,974584;-43,972745
2;3;5;110;1;2700;3445;709;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9441375;-43,9527658
3;3;5;162;1;2600;3445;810;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;-19,93977;-43,975121
2;4;7;200;1;2550;3443;859;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;-19,9570518;-43,9404198
2;6;5;218;0;3000;3440;400;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;-19,9079376;-43,9373266
1;1;5;47;0;2150;3439;1260;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;0;-19,9341932;-43,9348784
